well_id,source,n_grid,washout_flagged,no_bitsize,washout_interval_m,min_interval_pass,n_curves_meeting,drop_reason,dedup_hash,present,missing_GR,missing_RHOB,missing_NPHI,missing_DTC,missing_PEF,missing_SP,missing_CALI,missing_RDEP,missing_RMED,missing_RSHA,missing_DTS,hampel_GR,suspect_m_RHOB,suspect_m_NPHI,suspect_m_PEF,hampel_RHOB,hampel_NPHI,hampel_PEF,hampel_CALI,hampel_SP,hampel_RDEP,hampel_RMED,hampel_DTC,hampel_RSHA,hampel_DTS
1045139039,kgs,13107,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),ac73ad814d7de3f9,GR,0.5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03538,0.0,0.0,0.0,,,,,,,,,,
1045139040,kgs,10263,False,True,0.0,True,3,,88f7a76d341ae31d,"RHOB,NPHI,PEF,CALI",1.0,0.0,0.9923,1.0,0.1918,1.0,0.0862,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0417,0.05063,0.02242,0.05609,,,,,,
1045139042,kgs,5452,False,True,0.0,True,6,,6a31b248913fdd9b,"GR,RHOB,SP,CALI,RDEP,RMED",0.0103,0.0066,1.0,1.0,1.0,0.0,0.6775,0.0002,0.0044,1.0,1.0,0.04466,0.0,0.0,0.0,0.03102,,,0.06257,0.00624,0.03632,0.04256,,,
1045139046,kgs,5731,False,True,0.0,True,7,,6f7f4f1f4b6ffc45,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0112,0.007,1.0,0.0049,1.0,0.0,0.0143,0.0,0.0054,1.0,1.0,0.03917,0.0,0.0,0.0,0.04094,,,0.07063,0.00855,0.02844,0.04,0.03717,,
1045139052,kgs,7413,False,True,0.0,True,9,,a8156007183a340a,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP,RMED",0.0097,0.7883,0.7905,0.0564,0.7883,0.0022,0.7883,0.0022,0.0019,1.0,1.0,0.03038,0.0,0.0,0.0,0.0478,0.05409,0.04143,0.08222,0.0269,0.03839,0.04852,0.04861,,
1045139065,kgs,8168,False,True,0.0,True,7,,7feb193ca8968878,"GR,RHOB,NPHI,SP,CALI,RDEP,RMED",0.0094,0.8508,0.853,1.0,1.0,0.0023,0.851,0.0011,0.0,1.0,1.0,0.03127,0.0,0.0,0.0,0.0443,0.05495,,0.07149,0.03338,0.03027,0.04346,,,
1045139081,kgs,1414,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),6c31b3ffe3ee35c6,GR,0.0141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0538,0.0,0.0,0.0,,,,,,,,,,
1045139082,kgs,1412,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),4e8b23391ef32258,GR,0.0149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05967,0.0,0.0,0.0,,,,,,,,,,
1045139083,kgs,1411,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),c395c8501ef8fdcd,GR,0.0149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04964,0.0,0.0,0.0,,,,,,,,,,
1045139084,kgs,1411,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),ae4516333a447cd0,"GR,NPHI",0.0156,1.0,0.9986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0576,0.0,0.0,0.0,,0.0,,,,,,,,
1045139085,kgs,1414,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),a50ebf78e3d4e955,GR,0.0149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05528,0.0,0.0,0.0,,,,,,,,,,
1045139086,kgs,1420,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),d53afff28d8a5468,GR,0.0148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06004,0.0,0.0,0.0,,,,,,,,,,
1045139087,kgs,1418,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),3f16e56d8689a8b6,GR,0.0141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05293,0.0,0.0,0.0,,,,,,,,,,
1045139088,kgs,1420,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),3e16409b2235d99a,GR,0.0148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0579,0.0,0.0,0.0,,,,,,,,,,
1045139093,kgs,8268,False,True,0.0,True,6,,7d1a219f5353910d,"GR,RHOB,SP,CALI,RDEP,RMED",0.0024,0.0001,1.0,1.0,1.0,0.0,0.8073,0.0001,0.003,1.0,1.0,0.03831,0.0,0.0,0.0,0.03423,,,0.06591,0.02383,0.03157,0.04088,,,
1045139100,kgs,2076,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),775c7cc687520861,"GR,NPHI",0.0072,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04124,0.0,0.0,0.0,,0.0,,,,,,,,
1045139102,kgs,2953,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),44943bb1f89a6514,"GR,NPHI",0.0047,1.0,0.9997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03573,0.0,0.0,0.0,,0.0,,,,,,,,
1045139104,kgs,2433,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),f4c1ca0144fa117f,"GR,NPHI",0.0115,1.0,0.9996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03784,0.0,0.0,0.0,,0.0,,,,,,,,
1045139112,kgs,9167,False,True,0.0,True,8,,c9d7052e09848203,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP,RMED",0.0083,0.7909,0.7927,0.049,1.0,0.0021,0.7911,0.001,0.0,1.0,1.0,0.03333,0.0,0.0,0.0,0.04173,0.04263,,0.07728,0.02656,0.03713,0.04047,0.04267,,
1045139163,kgs,5899,False,True,0.0,True,7,,b481a2b1dd426d7e,"GR,RHOB,PEF,SP,RDEP,RMED,RSHA",0.0186,0.0114,1.0,1.0,0.0114,0.6899,1.0,0.0044,0.0044,0.0015,1.0,0.03731,0.0,0.0,0.0,0.01492,,0.02795,,0.04101,0.02145,0.02282,,0.04873,
1045139164,kgs,298,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),e7a7c47c9fb170c2,"GR,RHOB,PEF",0.3456,0.2215,1.0,1.0,0.2215,1.0,1.0,1.0,1.0,1.0,1.0,0.01538,0.0,0.0,0.0,0.02155,,0.01724,,,,,,,
1045139165,kgs,650,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),452112a3a30be8d7,"GR,RHOB,PEF,SP,RDEP,RMED,RSHA",0.1631,0.16,1.0,1.0,0.16,0.7985,1.0,0.16,0.1631,0.1585,1.0,0.03309,0.0,0.0,0.0,0.01282,,0.02564,,0.05344,0.00916,0.03676,,0.0585,
1045139186,kgs,8540,False,True,0.0,True,7,,0e468b81793a9c03,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP",0.0052,0.5707,0.569,1.0,0.5707,0.0063,0.0185,0.0185,1.0,1.0,1.0,0.04543,0.0,0.0,0.0,0.04364,0.05352,0.03273,0.05679,0.03959,0.04987,,,,
1045139192,kgs,6368,False,True,0.0,True,6,,d32280593562930f,"GR,RHOB,SP,CALI,RDEP,RMED",0.0099,0.0066,1.0,1.0,1.0,0.6809,0.6986,0.0002,0.0049,1.0,1.0,0.04171,0.0,0.0,0.0,0.03825,,,0.06618,0.02264,0.02749,0.04087,,,
1045139197,kgs,8931,False,True,0.0,True,3,,fe633d91039889c6,"GR,RHOB,PEF",0.0122,0.0069,1.0,1.0,0.0069,1.0,1.0,1.0,1.0,1.0,1.0,0.04307,0.0,0.0,0.0,0.04082,,0.04352,,,,,,,
1045139208,kgs,8980,False,True,0.0,True,7,,31093864008b0ac9,"GR,RHOB,NPHI,SP,CALI,RDEP,RMED",0.0082,0.7851,0.787,1.0,1.0,0.0021,0.7853,0.001,0.0004,1.0,1.0,0.03189,0.0,0.0,0.0,0.0399,0.04914,,0.07884,0.02556,0.03846,0.03955,,,
1045139231,kgs,7311,False,True,0.0,True,6,,c4412973095a55b8,"GR,RHOB,SP,CALI,RDEP,RMED",0.0077,0.0048,1.0,1.0,1.0,0.0,0.7604,0.0,0.0031,1.0,1.0,0.03625,0.0,0.0,0.0,0.04082,,,0.0645,0.03146,0.03255,0.04048,,,
1045139234,kgs,6432,False,True,0.0,True,6,,5934ad8c61653ddf,"GR,RHOB,SP,CALI,RDEP,RMED",0.0087,0.0058,1.0,1.0,1.0,0.051,0.0053,0.0002,0.0037,1.0,1.0,0.03074,0.0,0.0,0.0,0.04754,,,0.06846,0.02212,0.03141,0.03652,,,
1045139238,kgs,5039,False,True,0.0,True,8,,79e7b10ba473dc2e,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP,RMED",0.0075,0.0038,0.0054,1.0,0.003,0.0042,0.1064,0.0018,0.0014,1.0,1.0,0.05879,0.0,0.0,0.0,0.04741,0.04569,0.03523,0.07106,0.03348,0.02803,0.03021,,,
1045139242,kgs,4995,False,True,0.0,True,8,,375d45d0ee045a31,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP,RMED",0.0094,0.0052,0.0062,1.0,0.0036,0.0042,0.5415,0.0022,0.0022,1.0,1.0,0.04446,0.0,0.0,0.0,0.03804,0.04271,0.03697,0.04978,0.03619,0.02327,0.0317,,,
1045139258,kgs,7572,False,True,0.0,True,6,,8519b059793c03d6,"GR,RHOB,SP,CALI,RDEP,RMED",0.0078,0.0052,1.0,1.0,1.0,0.0,0.733,0.0001,0.0036,1.0,1.0,0.03208,0.0,0.0,0.0,0.03584,,,0.07122,0.02034,0.02576,0.03088,,,
1045139262,kgs,7122,False,True,0.0,True,7,,4b241f54af8703a2,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0088,0.0062,1.0,0.0022,1.0,0.0,0.0219,0.0001,0.0022,1.0,1.0,0.03414,0.0,0.0,0.0,0.04309,,,0.06259,0.01264,0.02528,0.04461,0.03771,,
1045139267,kgs,6406,False,True,0.0,True,7,,5c767ae8a26bd00d,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0,0.0055,1.0,0.0041,1.0,0.002,0.0176,0.0002,0.0041,1.0,1.0,0.05261,0.0,0.0,0.0,0.04866,,,0.06833,0.01111,0.02998,0.03793,0.04091,,
1045139273,kgs,5120,False,True,0.0,True,6,,6117a7bc88f6cb7f,"GR,NPHI,SP,CALI,RDEP,RMED",0.0141,1.0,0.6117,1.0,1.0,0.0123,0.6068,0.0123,0.0123,1.0,1.0,0.04319,0.0,0.0,0.0,,0.04427,,0.05365,0.03836,0.02788,0.03599,,,
1045139279,kgs,7448,False,True,0.0,True,7,,2b4fc998e4381ad8,"GR,RHOB,NPHI,SP,CALI,RDEP,RMED",0.0107,0.0073,0.0093,1.0,1.0,0.058,0.8053,0.0012,0.0012,1.0,1.0,0.04112,0.0,0.0,0.0,0.0426,0.0328,,0.07862,0.02908,0.0289,0.03105,,,
1045139289,kgs,7956,False,True,0.0,True,7,,3b86923b34c343d6,"GR,RHOB,NPHI,SP,CALI,RDEP,RMED",0.0098,0.8108,0.813,1.0,1.0,0.0024,0.8108,0.0011,0.0,1.0,1.0,0.03351,0.0,0.0,0.0,0.06113,0.0578,,0.05449,0.0291,0.03058,0.04186,,,
1045139290,kgs,5216,False,True,0.0,True,6,,417ab4d0473a396f,"GR,RHOB,SP,CALI,RDEP,RMED",0.0119,0.0075,1.0,1.0,1.0,0.0,0.6842,0.0002,0.0052,1.0,1.0,0.04094,0.0,0.0,0.0,0.04288,,,0.09168,0.01821,0.03317,0.04375,,,
1045139294,kgs,7800,False,True,0.0,True,8,,6da9eac3e6f2b516,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP,RMED",0.0097,0.801,0.8033,0.2714,1.0,0.0024,0.8014,0.0012,0.0008,1.0,1.0,0.02991,0.0,0.0,0.0,0.03737,0.04237,,0.05294,0.02969,0.0448,0.03002,0.04557,,
1045139305,kgs,4441,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),8fcf17e7237332c2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139308,kgs,9639,False,True,0.0,True,6,,212d30c45f59506c,"GR,NPHI,SP,CALI,RDEP,RMED",0.0077,1.0,0.7204,1.0,1.0,0.0068,0.7178,0.0068,0.007,1.0,1.0,0.03994,0.0,0.0,0.0,,0.05046,,0.0614,0.02883,0.0282,0.03301,,,
1045139318,kgs,6282,False,True,0.0,True,6,,12e15231bbdb5e43,"GR,RHOB,SP,CALI,RDEP,RMED",0.0089,0.0057,1.0,1.0,1.0,0.0,0.7079,0.0002,0.0038,1.0,1.0,0.03807,0.0,0.0,0.0,0.03826,,,0.07684,0.01926,0.03073,0.03627,,,
1045139322,kgs,10068,False,True,0.0,True,6,,70bb127a287bc2e5,"GR,NPHI,SP,CALI,RDEP,RMED",0.0074,1.0,0.6896,1.0,1.0,0.0067,0.6871,0.0067,0.0067,1.0,1.0,0.03652,0.0,0.0,0.0,,0.04288,,0.05238,0.0276,0.0286,0.0361,,,
1045139329,kgs,7072,False,True,0.0,True,5,,b1063ddb91e9aa06,"GR,RHOB,SP,CALI,RDEP,RMED",0.0075,0.004,1.0,1.0,1.0,0.9482,0.7725,0.0001,0.0027,1.0,1.0,0.03904,0.0,0.0,0.0,0.03805,,,0.05345,0.0,0.02998,0.03757,,,
1045139334,kgs,6112,False,True,0.0,True,6,,e45511857f28c618,"GR,RHOB,SP,CALI,RDEP,RMED",0.0082,0.0046,1.0,1.0,1.0,0.0,0.6805,0.0002,0.0029,1.0,1.0,0.04536,0.0,0.0,0.0,0.04487,,,0.05888,0.03125,0.03076,0.03971,,,
1045139341,kgs,7364,False,True,0.0,True,8,,2aec5444560649d5,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP",0.0175,0.6873,0.6898,0.0096,0.6873,0.0198,0.012,0.0034,1.0,1.0,1.0,0.05211,0.0,0.0,0.0,0.0482,0.05604,0.03343,0.03986,0.03671,0.04537,,0.04676,,
1045139344,kgs,8795,False,True,0.0,True,7,,4529fb3c3b959414,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP",0.01,0.4825,0.4847,1.0,0.4825,0.0113,0.0047,0.0025,1.0,1.0,1.0,0.04514,0.0,0.0,0.0,0.0523,0.04523,0.0312,0.05266,0.0414,0.04537,,,,
1045139349,kgs,8686,False,True,0.0,True,5,,fd456b7e2b2f161c,"GR,RHOB,NPHI,PEF,SP,CALI",0.01,0.0055,0.9842,1.0,0.0055,0.0008,0.0052,1.0,1.0,1.0,1.0,0.04838,0.0,0.0,0.0,0.0433,0.0219,0.02964,0.053,0.03503,,,,,
1045139361,kgs,1621,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),e6d44166a49fbe13,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139363,kgs,1713,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),e1f85fc63a3287c6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139370,kgs,8915,False,True,0.0,True,8,,8ac6a3dd4a149dc7,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP,RMED",0.0089,0.0229,0.0073,1.0,0.0149,0.0398,0.0595,0.0006,0.0008,1.0,1.0,0.03814,0.0,0.0,0.0,0.04144,0.03537,0.03951,0.05725,0.03248,0.03434,0.03323,,,
1045139372,kgs,7465,False,True,0.0,True,3,,1c10a367648e4406,"GR,RHOB,PEF",0.0197,0.2356,1.0,1.0,0.2356,1.0,1.0,1.0,1.0,1.0,1.0,0.04455,0.0,0.0,0.0,0.0354,,0.04574,,,,,,,
1045139384,kgs,7048,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),fb12ba515dcdb72d,"GR,NPHI,PEF",0.0213,1.0,0.9925,1.0,0.2523,1.0,1.0,1.0,1.0,1.0,1.0,0.04233,0.0,0.0,0.0,,0.01887,0.03985,,,,,,,
1045139386,kgs,7211,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),8ad5a5bd82276ed2,"GR,NPHI,PEF",0.0198,1.0,0.9918,1.0,0.2478,1.0,1.0,1.0,1.0,1.0,1.0,0.0532,0.0,0.0,0.0,,0.0,0.03835,,,,,,,
1045139392,kgs,1675,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),74aacc7229a64b29,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139396,kgs,1722,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),30373453b49e2e68,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139402,kgs,2627,False,True,0.0,True,8,,b0174c0d03309ee0,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP",0.0495,0.0343,0.0419,0.0236,0.0343,0.0556,0.0335,0.0095,1.0,1.0,1.0,0.04245,0.0,0.0,0.0,0.03469,0.04489,0.03114,0.03939,0.02983,0.05035,,0.04405,,
1045139423,kgs,1949,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),9514cee668ea4950,"GR,RHOB,DTC,PEF,SP,RDEP,RMED,RSHA",0.7645,0.765,1.0,0.7783,0.765,0.7645,1.0,0.764,0.7655,0.7645,1.0,0.05229,0.0,0.0,0.0,0.0131,,0.03712,,0.04139,0.03913,0.04814,0.05556,0.03704,
1045139424,kgs,28031,False,True,0.0,True,8,,2f6216eca3f1e644,"GR,RHOB,DTC,PEF,SP,RDEP,RMED,RSHA",0.7,0.703,1.0,0.7032,0.7009,0.7,1.0,0.7,0.7001,0.703,1.0,0.04067,0.0,0.0,0.0,0.01345,,0.02827,,0.03603,0.02509,0.03009,0.04171,0.04684,
1045139431,kgs,9419,False,True,0.0,True,8,,09cf8218cf269c8e,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP,RMED",0.0083,0.0052,0.0069,1.0,0.005,0.0016,0.0788,0.0005,0.0008,1.0,1.0,0.04293,0.0,0.0,0.0,0.04578,0.03517,0.035,0.05601,0.03148,0.02889,0.03687,,,
1045139444,kgs,1674,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),197227887eb1fccd,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139458,kgs,8397,False,True,0.0,True,8,,5b6a0b0e4abac0dc,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP",0.0191,0.6108,0.6131,0.0073,0.6108,0.0385,0.0102,0.0029,1.0,1.0,1.0,0.04868,0.0,0.0,0.0,0.04529,0.05386,0.02723,0.04777,0.041,0.0455,,0.04103,,
1045139463,kgs,3332,False,True,0.0,True,3,,efd9f27eb6b47f62,"GR,SP,CALI",0.0408,1.0,1.0,1.0,1.0,0.0456,0.0186,1.0,1.0,1.0,1.0,0.051,0.0,0.0,0.0,,,,0.03884,0.04623,,,,,
1045139467,kgs,9060,False,True,0.0,True,7,,78467334fa1140e5,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP",0.0099,0.0051,0.0073,1.0,0.0051,0.0113,0.0049,0.0026,1.0,1.0,1.0,0.03634,0.0,0.0,0.0,0.0406,0.04114,0.03173,0.05047,0.03918,0.04106,,,,
1045139469,kgs,2379,False,True,0.0,True,7,,6f5c93a3dd132e3c,"GR,RHOB,NPHI,PEF,SP,CALI,RDEP",0.0357,0.0193,0.0273,1.0,0.0193,0.4166,0.0181,0.0101,1.0,1.0,1.0,0.03836,0.0,0.0,0.0,0.03258,0.05488,0.02786,0.0411,0.03963,0.04374,,,,
1045139470,kgs,4393,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),c9395b20029921cc,GR,0.5001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04007,0.0,0.0,0.0,,,,,,,,,,
1045139476,kgs,8779,False,True,0.0,True,3,,0ed9f791bf79b359,"GR,RHOB,PEF",0.014,0.7642,1.0,1.0,0.7642,1.0,1.0,1.0,1.0,1.0,1.0,0.0469,0.0,0.0,0.0,0.0401,,0.04976,,,,,,,
1045139483,kgs,5620,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),aa484a37e8c5e96f,"GR,NPHI,PEF",0.0215,1.0,0.9881,1.0,0.0139,1.0,1.0,1.0,1.0,1.0,1.0,0.0471,0.0,0.0,0.0,,0.0,0.04024,,,,,,,
1045139503,kgs,8461,False,True,0.0,True,3,,66e63a671cd19095,"GR,RHOB,PEF",0.01,0.7675,1.0,1.0,0.7675,1.0,1.0,1.0,1.0,1.0,1.0,0.04167,0.0,0.0,0.0,0.05491,,0.04372,,,,,,,
1045139521,kgs,1709,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),8896d5cb3c189b7d,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139531,kgs,8813,False,False,0.0,True,3,,0fe595e8a70b8bdb,"GR,RHOB,PEF",0.0129,0.777,1.0,1.0,0.777,1.0,1.0,1.0,1.0,1.0,1.0,0.04805,0.0,0.0,0.0,0.04885,,0.04529,,,,,,,
1045139546,kgs,8276,False,True,0.0,True,6,,300af0d0107e593c,"GR,RHOB,SP,CALI,RDEP,RMED",0.0068,0.0043,1.0,1.0,1.0,0.0,0.7376,0.0001,0.0029,1.0,1.0,0.03856,0.0,0.0,0.0,0.03799,,,0.07965,0.01486,0.02804,0.03381,,,
1045139550,kgs,8382,False,True,0.0,True,7,,73ec935f81e85808,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0072,0.0044,1.0,0.0031,1.0,0.0,0.0045,0.0001,0.0033,1.0,1.0,0.03989,0.0,0.0,0.0,0.03978,,,0.06076,0.0204,0.02768,0.03854,0.03818,,
1045139559,kgs,8422,False,True,0.0,True,6,,a408e815fbf1ca35,"GR,RHOB,SP,CALI,RDEP,RMED",0.0066,0.0038,1.0,1.0,1.0,0.0,0.7695,0.0001,0.0024,1.0,1.0,0.03407,0.0,0.0,0.0,0.03611,,,0.06698,0.01935,0.02268,0.03821,,,
1045139567,kgs,5061,False,True,0.0,True,6,,1d377ec1151fb02b,"GR,RHOB,SP,CALI,RDEP,RMED",0.0117,0.0059,1.0,1.0,1.0,0.0,0.685,0.0002,0.0041,1.0,1.0,0.04638,0.0,0.0,0.0,0.03955,,,0.08657,0.01897,0.03043,0.0373,,,
1045139569,kgs,1701,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),f1ef00d89ee412bb,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,
1045139575,kgs,6326,False,True,0.0,True,6,,2f6128c2ce47533a,"GR,RHOB,SP,CALI,RDEP,RMED",0.0098,0.006,1.0,1.0,1.0,0.0,0.7875,0.0002,0.0044,1.0,1.0,0.04246,0.0,0.0,0.0,0.03276,,,0.06548,0.02498,0.02577,0.04335,,,
1045139587,kgs,6252,False,True,0.0,True,6,,92499379ff7fdb35,"GR,RHOB,SP,CALI,RDEP,RMED",0.0096,0.0062,1.0,1.0,1.0,0.0,0.62,0.0002,0.0045,1.0,1.0,0.04005,0.0,0.0,0.0,0.03847,,,0.07407,0.01615,0.03088,0.03824,,,
1045139591,kgs,8012,False,True,0.0,True,7,,afe370b429fad1ac,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0089,0.0091,1.0,0.2022,1.0,0.0007,0.2144,0.0001,0.0037,1.0,1.0,0.02846,0.0,0.0,0.0,0.03439,,,0.07817,0.03797,0.03695,0.03508,0.0413,,
1045139600,kgs,9182,False,True,0.0,True,7,,87980d0a88cdc093,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.006,0.0034,1.0,0.0033,1.0,0.3098,0.0035,0.0001,0.0021,1.0,1.0,0.04185,0.0,0.0,0.0,0.04666,,,0.06721,0.01373,0.02723,0.03874,0.03824,,
1045139602,kgs,7002,False,True,0.0,True,7,,7ff5ead087191c28,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0081,0.005,1.0,0.0043,1.0,0.0,0.0121,0.0001,0.0033,1.0,1.0,0.03542,0.0,0.0,0.0,0.0432,,,0.07388,0.02714,0.02171,0.04055,0.03127,,
1045139609,kgs,9232,False,True,0.0,True,6,,879cb6a417acd2c9,"GR,RHOB,SP,CALI,RDEP,RMED",0.0066,0.0041,1.0,1.0,1.0,0.0,0.7911,0.0001,0.0031,1.0,1.0,0.03936,0.0,0.0,0.0,0.04275,,,0.05391,0.02156,0.02936,0.03933,,,
1045139611,kgs,2242,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),6598b45e25166ac3,GR,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05848,0.0,0.0,0.0,,,,,,,,,,
1045139622,kgs,9262,False,True,0.0,True,7,,16707403a9927403,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0064,0.004,1.0,0.0024,1.0,0.0,0.0043,0.0001,0.0029,1.0,1.0,0.04336,0.0,0.0,0.0,0.04802,,,0.06734,0.02127,0.02991,0.03855,0.03972,,
1045139629,kgs,9320,False,True,0.0,True,7,,14b9203b5a9ebea8,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0069,0.0058,1.0,0.0453,1.0,0.001,0.0475,0.0002,0.003,1.0,1.0,0.03943,0.0,0.0,0.0,0.04263,,,0.0641,0.02352,0.02232,0.04133,0.04035,,
1045139638,kgs,8691,False,True,0.0,True,6,,e421acd1010153b3,"GR,NPHI,SP,CALI,RDEP,RMED",0.0082,1.0,0.8327,1.0,1.0,0.0071,0.8298,0.0071,0.0072,1.0,1.0,0.03863,0.0,0.0,0.0,,0.05571,,0.06153,0.03581,0.02457,0.03547,,,
1045139648,kgs,7720,False,True,0.0,True,7,,f2cfde9b2d5c5129,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0032,0.0067,1.0,0.2096,1.0,0.0019,0.2231,0.0004,0.0017,1.0,1.0,0.02196,0.0,0.0,0.0,0.02999,,,0.08653,0.03725,0.05779,0.05073,0.04048,,
1045139651,kgs,9926,False,True,0.0,True,7,,95047191faf2e2bf,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0067,0.004,1.0,0.0597,1.0,0.0006,0.0447,0.0001,0.0013,1.0,1.0,0.04402,0.0,0.0,0.0,0.03975,,,0.07878,0.0256,0.03053,0.02129,0.04522,,
1045139656,kgs,7445,False,True,0.0,True,8,,d9195dbb2e86a461,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP,RMED",0.0113,0.0118,0.0091,0.3217,1.0,0.0012,0.7769,0.0012,0.0008,1.0,1.0,0.03722,0.0,0.0,0.0,0.04377,0.03226,,0.07646,0.01425,0.03349,0.02863,0.03188,,
1045139670,kgs,8942,False,True,0.0,True,6,,c1311cc45fce5757,"GR,RHOB,SP,CALI,RDEP,RMED",0.0068,0.0042,1.0,1.0,1.0,0.0,0.7119,0.0001,0.003,1.0,1.0,0.03918,0.0,0.0,0.0,0.04088,,,0.08269,0.01856,0.02908,0.03051,,,
