source,raw_mnemonic,raw_unit,count
nlog,RPM_ADN,c/min,1
nlog,RPM_BIT,RPM,1
nlog,RPM_STRING,RPM,1
nlog,RPOR,%,1
nlog,RSO8,in,1
nlog,RSOZ,in,1
nlog,RSP1,RPS,1
nlog,RSP2,RPS,1
nlog,RSPHV,V,1
nlog,RSPI,RPS,1
nlog,RTLS,,1
nlog,RTSS,,1
nlog,RVDRU,ohm.m,1
nlog,RVID,uA,1
nlog,RVIS,uA,1
nlog,RVSRU,ohm.m,1
nlog,RVV,mV,1
nlog,RXGR,ohm.m,1
nlog,RXI0,uA,1
nlog,RXIB,mA,1
nlog,RXO8,ohm.m,1
nlog,RXOI,ohm.m,1
nlog,RXPS,deg,1
nlog,RXRU,ohm.m,1
nlog,RXV,mV,1
nlog,RXVB,mV,1
nlog,RXVM,uV,1
nlog,SAS1,,1
nlog,SAS2,,1
nlog,SAS3,,1
nlog,SAS4,,1
nlog,SCQR,%,1
nlog,SDEV,deg,1
nlog,SDEVM,deg,1
nlog,SDIG,,1
nlog,SD_POST_ECCEN,Ins,1
nlog,SD_POST_RECAL,Ins,1
nlog,SD_PRE_ECCEN,Ins,1
nlog,SD_PRE_RECAL,Ins,1
nlog,SHE,DB,1
nlog,SHK1_ADN,1/s,1
nlog,SHK1_ARC,1/s,1
nlog,SHK2_ADN,1/s,1
nlog,SHK2_ARC,,1
nlog,SIGMA,NOUNIT,1
nlog,SIOM,,1
nlog,SKET:1,,1
nlog,SKET:2,,1
nlog,SLEW,1/s,1
nlog,SMTT,US,1
nlog,SN16,,1
nlog,SOA1,in,1
nlog,SOA2,in,1
nlog,SOA3,in,1
nlog,SOA4,in,1
nlog,SOA5,in,1
nlog,SOA6,in,1
nlog,SOA7,in,1
nlog,SOA8,in,1
nlog,SOBS,in,1
nlog,SPAR,mV,1
nlog,SPHI,PU,1
nlog,SPHI,m3/m3,1
nlog,SPHV,V,1
nlog,SPI1:1,RPS,1
nlog,SPI1:2,RPS,1
nlog,SPI1:3,RPS,1
nlog,SPI1:4,RPS,1
nlog,SPI1:5,RPS,1
nlog,SPI1:6,RPS,1
nlog,SPI1:7,RPS,1
nlog,SPI2,RPS,1
nlog,SPIN,RPS,1
nlog,SPTS,,1
nlog,SRD1_PPC1,in,1
nlog,SRD1_PPC2,in,1
nlog,SRD2_PPC1,in,1
nlog,SRD2_PPC2,in,1
nlog,SSCD,0.1_in,1
nlog,SSCG,ft/s2,1
nlog,SSCV,ft/h,1
nlog,SSFF,%,1
nlog,SSGT,,1
nlog,SSLT,,1
nlog,SSN,SNU,1
nlog,SSVE,m/s,1
nlog,SSW1,1/s,1
nlog,SSW2,1/s,1
nlog,SSW3,1/s,1
nlog,SSW4,1/s,1
nlog,SSW5,1/s,1
nlog,STAT_ARC,,1
nlog,STCD,,1
nlog,STE,DB,1
nlog,STIA,m,1
nlog,STIT,m,1
nlog,STSG,,1
nlog,SVEL,M/S,1
nlog,SVEL,m/s,1
nlog,SVFG,,1
nlog,SWTO,1/s,1
nlog,T1R2,US,1
nlog,T1R4,US,1
nlog,T2R1,US,1
nlog,T2R3,US,1
nlog,TAB_DEN,h,1
nlog,TAB_NEU,h,1
nlog,TEMP_ARC,degC,1
nlog,TEMP_IN,DEGRC,1
nlog,TEMP_OUT,DEGRC,1
nlog,THICKNESS 1,IN,1
nlog,THICKNESS 2,IN,1
nlog,THICKNESS 3,IN,1
nlog,TIMEA,ms,1
nlog,TIMEB,ms,1
nlog,TIMEC,ms,1
nlog,TIMED,ms,1
nlog,TLUP,Arms,1
nlog,TNP1,pu,1
nlog,TNP2,pu,1
nlog,TNPH_UNC,pu,1
nlog,TNR1,,1
nlog,TNR2,,1
nlog,TNRA_UNC,,1
nlog,TOJ,S,1
nlog,TORQUE,DANM,1
nlog,TPRA,,1
nlog,TQCA,,1
nlog,TQCK,,1
nlog,TREF,V,1
nlog,TRR1,US,1
nlog,TRR2,US,1
nlog,TRR3,US,1
nlog,TRR4,US,1
nlog,TSCD,0.1_in,1
nlog,TSCV,m/min,1
nlog,TSDG,m,1
nlog,TSTI,,1
nlog,TTEM_ADN,degC,1
nlog,TURA,,1
nlog,U,B/C3,1
nlog,U,,1
nlog,UB,,1
nlog,UMA,B/C3,1
nlog,UPRA,,1
nlog,UPRH,G/C3,1
nlog,UZ,,1
nlog,VERD,in,1
nlog,VPVS,,1
nlog,W1NG,CPS,1
nlog,W2NG,CPS,1
nlog,W3NG,CPS,1
nlog,W4NG,CPS,1
nlog,W5NG,CPS,1
nlog,WALL_MAX_PERC_PEN,Percent,1
nlog,WALL_MEAN_PERC_PEN,Percent,1
nlog,WF1D,M,1
nlog,WF1N,,1
nlog,WF2D,M,1
nlog,WF2N,,1
nlog,WF3D,M,1
nlog,WF3N,,1
nlog,WF4D,M,1
nlog,WF4N,,1
nlog,WF5D,M,1
nlog,WF5N,,1
nlog,WF6D,M,1
nlog,WF6N,,1
nlog,WF7D,M,1
nlog,WF7N,,1
nlog,WF8D,M,1
nlog,WF8N,,1
nlog,WFC,,1
nlog,WFSH,,1
nlog,WOB,TONF,1
nlog,XIDMN,Ins,1
nlog,XIDMNDIR,Arm,1
nlog,XIDMX,Ins,1
nlog,XIDMXDIR,Arm,1
