well_id,borehole_name,uwi,nitg_number,mapviewer_id,public_as_of,on_offshore,lon,lat,detail_url
AME-01,AMELAND OOST-01,1025,B02D0006,106504536,2003-01-01,ON,5.95886437,53.46608223,https://www.nlog.nl/nlog-mapviewer/brh/106504536
AME-02,AMELAND OOST-02,2585,B02C0126,106513067,2003-01-01,ON,5.8971439,53.48624531,https://www.nlog.nl/nlog-mapviewer/brh/106513067
AME-02-S1,AMELAND OOST-02-SIDETRACK1,1026,B02C0205,106513071,2003-01-01,ON,5.8971439,53.48624531,https://www.nlog.nl/nlog-mapviewer/brh/106513071
AME-101,AMELAND OOST-101,1027,B02D0036,106504541,2003-01-01,ON,5.92098751,53.46509062,https://www.nlog.nl/nlog-mapviewer/brh/106504541
AME-102,AMELAND OOST-102,1028,B02D0054,106504546,2003-01-01,ON,5.92038824,53.46514124,https://www.nlog.nl/nlog-mapviewer/brh/106504546
AME-102-S1,AMELAND OOST-102-SIDETRACK1,5017,B02D0088,137161222,2003-01-01,ON,5.92038824,53.46514124,https://www.nlog.nl/nlog-mapviewer/brh/137161222
AME-102-S2,AMELAND OOST-102-SIDETRACK2,5019,B02D0089,137161229,2003-01-01,ON,5.92038824,53.46514124,https://www.nlog.nl/nlog-mapviewer/brh/137161229
AME-102-S3,AMELAND OOST-102-SIDETRACK3,5020,B02D0090,137161233,2003-01-01,ON,5.92038824,53.46514124,https://www.nlog.nl/nlog-mapviewer/brh/137161233
AME-103,AMELAND OOST-103,2440,B02D0062,106512288,2003-01-01,ON,5.92053805,53.46512859,https://www.nlog.nl/nlog-mapviewer/brh/106512288
AME-103-S1,AMELAND OOST-103-SIDETRACK1,2510,B02D0056,106512292,2003-01-01,ON,5.92053805,53.46512859,https://www.nlog.nl/nlog-mapviewer/brh/106512292
AME-104,AMELAND OOST-104,2501,B02D0053,106512620,2003-01-01,ON,5.92128715,53.4650653,https://www.nlog.nl/nlog-mapviewer/brh/106512620
AME-105,AMELAND OOST-105,2582,B02D0057,106513052,2003-01-01,ON,5.92068787,53.46511593,https://www.nlog.nl/nlog-mapviewer/brh/106513052
AME-106,AMELAND OOST-106,3729,B02D0060,106518396,2003-01-01,ON,5.92113733,53.46507796,https://www.nlog.nl/nlog-mapviewer/brh/106518396
AME-107,AMELAND OOST-107,4159,B02D0058,106520323,2007-12-28,ON,5.92102339,53.46495486,https://www.nlog.nl/nlog-mapviewer/brh/106520323
AME-107-S1,AMELAND OOST-107-SIDETRACK1,4166,B02D0059,106520327,2008-01-28,ON,5.92102339,53.46495486,https://www.nlog.nl/nlog-mapviewer/brh/106520327
AME-201,AME-03,1032,B02C0133,106504561,2003-01-01,ON,5.86687361,53.48360385,https://www.nlog.nl/nlog-mapviewer/brh/106504561
AME-202,AMELAND OOST-202,2702,B02C0210,106513452,2003-01-01,ON,5.86692533,53.48347672,https://www.nlog.nl/nlog-mapviewer/brh/106513452
AME-202-S1,AMELAND OOST-202-SIDETRACK1,1029,B02C0209,106513456,2003-01-01,ON,5.86692533,53.48347672,https://www.nlog.nl/nlog-mapviewer/brh/106513456
AME-203,AMELAND OOST-203,3792,B02C0211,106518625,2003-01-01,ON,5.86695907,53.48352986,https://www.nlog.nl/nlog-mapviewer/brh/106518625
AME-203-S1,AMELAND OOST-203-SIDETRACK1,3977,B02C0208,106518633,2005-07-30,ON,5.86695907,53.48352986,https://www.nlog.nl/nlog-mapviewer/brh/106518633
AME-203-S2,AMELAND OOST-203-SIDETRACK2,4109,B02C0207,106518629,2006-10-09,ON,5.86695907,53.48352986,https://www.nlog.nl/nlog-mapviewer/brh/106518629
AME-203-S3,AMELAND OOST-203-SIDETRACK3,5021,B02C0276,137206814,2006-12-12,ON,5.86695907,53.48352986,https://www.nlog.nl/nlog-mapviewer/brh/137206814
AME-204,AMELAND OOST-204,3836,B02C0204,106518856,2003-01-01,ON,5.86695725,53.48350293,https://www.nlog.nl/nlog-mapviewer/brh/106518856
AME-204-S1,AMELAND OOST-204-SIDETRACK1,3849,B02C0206,106518860,2003-01-01,ON,5.86695725,53.48350293,https://www.nlog.nl/nlog-mapviewer/brh/106518860
AME-205,AMELAND OOST-205,5442,B02C0681,265578172,2012-08-09,ON,5.86689826,53.48352233,https://www.nlog.nl/nlog-mapviewer/brh/265578172
AME-205-S1,AMELAND OOST-205-SIDETRACK1,5507,B02C0736,389349830,2014-08-08,ON,5.86689826,53.48352233,https://www.nlog.nl/nlog-mapviewer/brh/389349830
AME-205-S2,AMELAND OOST-205-SIDETRACK2,5586,B02C0777,653313283,2015-07-20,ON,5.86689826,53.48352233,https://www.nlog.nl/nlog-mapviewer/brh/653313283
AML-01,AMELAND-01,1030,B01H0055,106504551,2003-01-01,ON,5.74283945,53.45748289,https://www.nlog.nl/nlog-mapviewer/brh/106504551
AML-02,AMELAND-02,1031,B02C0031,106504556,2003-01-01,ON,5.83448613,53.4602338,https://www.nlog.nl/nlog-mapviewer/brh/106504556
AMN-01,AMELAND NOORD-01,1033,BM090198,106504567,2003-01-01,ON,5.94032621,53.5209244,https://www.nlog.nl/nlog-mapviewer/brh/106504567
AMN-02,AMELAND NOORD-02,1034,BM090196,106504574,2003-01-01,ON,5.92427475,53.52293696,https://www.nlog.nl/nlog-mapviewer/brh/106504574
AMN-03,AMELAND NOORD-03,1035,BM090195,106504580,2003-01-01,ON,5.92426092,53.52295528,https://www.nlog.nl/nlog-mapviewer/brh/106504580
AMN-03-S1,AMELAND NOORD-03-SIDETRACK1,5018,BM090234,137161227,2003-01-01,ON,5.92426092,53.52295528,https://www.nlog.nl/nlog-mapviewer/brh/137161227
AMO-01,ALMELO-01,1036,B28G0115,106504586,2003-01-01,ON,6.73652239,52.36314495,https://www.nlog.nl/nlog-mapviewer/brh/106504586
AMO-02,ALMELO-02,1037,B28D0119,106504591,2003-01-01,ON,6.6322665,52.35608238,https://www.nlog.nl/nlog-mapviewer/brh/106504591
AMO-03,ALMELO-03,1038,B28G0199,106504596,2003-01-01,ON,6.64504108,52.35921455,https://www.nlog.nl/nlog-mapviewer/brh/106504596
AMO-04,ALMELO-04,1039,B28G0200,106504601,2003-01-01,ON,6.71624862,52.36353323,https://www.nlog.nl/nlog-mapviewer/brh/106504601
AMR-01,AMSWEER-01,1040,B07F0124,106504606,2003-01-01,ON,6.90508258,53.30083427,https://www.nlog.nl/nlog-mapviewer/brh/106504606
AMR-02,AMSWEER-02,1041,B07F0258,106504611,2003-01-01,ON,6.90929068,53.30021949,https://www.nlog.nl/nlog-mapviewer/brh/106504611
AMR-03,AMSWEER-03,1042,B07F0260,106504616,2003-01-01,ON,6.90823949,53.30021801,https://www.nlog.nl/nlog-mapviewer/brh/106504616
AMR-04,AMSWEER-04,1043,B07F0237,106504621,2003-01-01,ON,6.9071883,53.30021652,https://www.nlog.nl/nlog-mapviewer/brh/106504621
AMR-05,AMSWEER-05,5314,B07F1168,238710278,2003-01-01,ON,6.90613711,53.30021503,https://www.nlog.nl/nlog-mapviewer/brh/238710278
AMR-05-S1,AMSWEER-05-SIDETRACK1,5315,B07F1169,238710306,2003-01-01,ON,6.90613711,53.30021503,https://www.nlog.nl/nlog-mapviewer/brh/238710306
AMR-05-S2,AMSWEER-05-SIDETRACK2,1044,B07F0229,106504626,2003-01-01,ON,6.90613711,53.30021503,https://www.nlog.nl/nlog-mapviewer/brh/106504626
AMR-06,AMSWEER-06,1045,B07F0231,106504631,2003-01-01,ON,6.9050851,53.30020455,https://www.nlog.nl/nlog-mapviewer/brh/106504631
AMR-07,AMSWEER-07,1046,B07F0232,106504636,2003-01-01,ON,6.90404888,53.30020254,https://www.nlog.nl/nlog-mapviewer/brh/106504636
AMR-08,AMSWEER-08,1047,B07F0230,106504641,2003-01-01,ON,6.9061346,53.30084475,https://www.nlog.nl/nlog-mapviewer/brh/106504641
AMR-09,AMSWEER-09,1048,B07F0233,106504646,2003-01-01,ON,6.90718581,53.30084625,https://www.nlog.nl/nlog-mapviewer/brh/106504646
AMR-10,AMSWEER-10,1049,B07F0252,106504651,2003-01-01,ON,6.90823701,53.30084774,https://www.nlog.nl/nlog-mapviewer/brh/106504651
AMR-11,AMSWEER-11,1050,B07F0259,106504656,2003-01-01,ON,6.90928821,53.30084922,https://www.nlog.nl/nlog-mapviewer/brh/106504656
AMR-12,AMSWEER-12,2461,B07F0234,106512413,2003-01-01,ON,6.90403137,53.30083276,https://www.nlog.nl/nlog-mapviewer/brh/106512413
AMR-12-S1,AMSWEER-12-SIDETRACK1,3069,B07F0228,106512417,2003-01-01,ON,6.90403137,53.30083276,https://www.nlog.nl/nlog-mapviewer/brh/106512417
AMS-01,AMSTELLAND-01,5985,B25G7256,3894840289,2023-10-25,ON,4.92379286,52.30752399,https://www.nlog.nl/nlog-mapviewer/brh/3894840289
ANA-01,ANNERVEEN-ANLOO-01,1051,B12E0173,106504661,2003-01-01,ON,6.78740886,53.08547084,https://www.nlog.nl/nlog-mapviewer/brh/106504661
AND-01,ANDEL-01,1052,B44F0074,106504666,2003-01-01,ON,5.05025425,51.77671476,https://www.nlog.nl/nlog-mapviewer/brh/106504666
AND-02,ANDEL-02,1053,B44F0076,106504671,2003-01-01,ON,5.07434653,51.76309976,https://www.nlog.nl/nlog-mapviewer/brh/106504671
AND-03,ANDEL-03,5316,B44F1771,238717815,2003-01-01,ON,5.07377973,51.76306481,https://www.nlog.nl/nlog-mapviewer/brh/238717815
AND-03-S1,ANDEL-03-SIDETRACK1,5317,B44F1772,238719092,2003-01-01,ON,5.07377973,51.76306481,https://www.nlog.nl/nlog-mapviewer/brh/238719092
AND-03-S2,ANDEL-03-SIDETRACK2,1054,B44F0102,106504676,2003-01-01,ON,5.07377973,51.76306481,https://www.nlog.nl/nlog-mapviewer/brh/106504676
AND-04,ANDEL-04,1055,B44F0103,106504681,2003-01-01,ON,5.05830073,51.7678153,https://www.nlog.nl/nlog-mapviewer/brh/106504681
AND-05,ANDEL-05,1056,B44F0104,106504686,2003-01-01,ON,5.07742902,51.76805421,https://www.nlog.nl/nlog-mapviewer/brh/106504686
AND-06,ANDEL-06,3772,B44F0239,106518562,2003-01-01,ON,5.07427372,51.76309206,https://www.nlog.nl/nlog-mapviewer/brh/106518562
AND-06-S1,ANDEL-06-SIDETRACK1,5837,B44F2179,2085791877,2021-09-27,ON,5.07427372,51.76309206,https://www.nlog.nl/nlog-mapviewer/brh/2085791877
ANJ-01,ANJUM-01,3842,B06E0152,106518891,2003-01-01,ON,6.14941366,53.37114555,https://www.nlog.nl/nlog-mapviewer/brh/106518891
ANJ-02,ANJUM-02,5402,B06E1316,250247240,2004-05-28,ON,6.14896411,53.37116641,https://www.nlog.nl/nlog-mapviewer/brh/250247240
ANJ-02-S1,ANJUM-02-SIDETRACK1,5403,B06E1317,250247305,2004-07-02,ON,6.14896411,53.37116641,https://www.nlog.nl/nlog-mapviewer/brh/250247305
ANJ-02-S2,ANJUM-02-SIDETRACK2,2742,B06E0148,106513552,2004-09-21,ON,6.14896411,53.37116641,https://www.nlog.nl/nlog-mapviewer/brh/106513552
ANJ-02-S3,ANJUM-02-SIDETRACK3,3955,B06E0147,106513556,2004-10-19,ON,6.14896411,53.37116641,https://www.nlog.nl/nlog-mapviewer/brh/106513556
ANJ-03,ANJUM-03,4182,B06E0146,106520425,2008-08-15,ON,6.14920933,53.37163655,https://www.nlog.nl/nlog-mapviewer/brh/106520425
ANJ-04,ANJUM-04,4129,B06E0151,106520191,2007-02-25,ON,6.14925849,53.37067303,https://www.nlog.nl/nlog-mapviewer/brh/106520191
ANJ-04-S1,ANJUM-04-SIDETRACK1,4136,B06E0141,106520195,2007-03-19,ON,6.14925849,53.37067303,https://www.nlog.nl/nlog-mapviewer/brh/106520195
ANJ-04-S2,ANJUM-04-SIDETRACK2,4142,B06E0145,106520199,2007-07-17,ON,6.14925849,53.37067303,https://www.nlog.nl/nlog-mapviewer/brh/106520199
ANJ-05,ANJUM-05,4897,B06E0154,106523453,2012-12-16,ON,6.14924289,53.37188746,https://www.nlog.nl/nlog-mapviewer/brh/106523453
ANJ-05-S1,ANJUM-05-SIDETRACK1,5004,B06E0238,132688098,2013-01-17,ON,6.14924289,53.37188746,https://www.nlog.nl/nlog-mapviewer/brh/132688098
ANJ-05-S2,ANJUM-05-SIDETRACK2,5005,B06E0239,132688102,2008-02-25,ON,6.14924289,53.37188746,https://www.nlog.nl/nlog-mapviewer/brh/132688102
ANJ-06,ANJUM-06,5750,B06E2618,1456659236,2019-12-19,ON,6.14923276,53.37215751,https://www.nlog.nl/nlog-mapviewer/brh/1456659236
ANL-01,ANNEN-ANLOO-01,1057,B12G0058,106504691,2003-01-01,ON,6.69172481,53.03211304,https://www.nlog.nl/nlog-mapviewer/brh/106504691
ANN-01,ANNERVEEN-01,1058,B12E0178,106504696,2003-01-01,ON,6.78397523,53.08719926,https://www.nlog.nl/nlog-mapviewer/brh/106504696
ANN-02,ANNERVEEN-02,1059,B12E0179,106504707,2003-01-01,ON,6.78313377,53.0869742,https://www.nlog.nl/nlog-mapviewer/brh/106504707
ANN-03,ANNERVEEN-03,4959,B12E0507,106532706,2003-01-01,ON,6.78217077,53.08672601,https://www.nlog.nl/nlog-mapviewer/brh/106532706
ANN-03-S1,ANNERVEEN-03-SIDETRACK1,1060,B12E0180,106532888,2003-01-01,ON,6.78217077,53.08672601,https://www.nlog.nl/nlog-mapviewer/brh/106532888
ANN-04,ANNERVEEN-04,5318,B12E1505,238728343,2003-01-01,ON,6.78259789,53.08614575,https://www.nlog.nl/nlog-mapviewer/brh/238728343
ANN-04-S1,ANNERVEEN-04-SIDETRACK1,1061,B12E0181,106504712,2003-01-01,ON,6.78259789,53.08614575,https://www.nlog.nl/nlog-mapviewer/brh/106504712
ANN-05,ANNERVEEN-05,2462,B12E0310,106512422,2003-01-01,ON,6.7835154,53.08638639,https://www.nlog.nl/nlog-mapviewer/brh/106512422
ANN-06,ANNERVEEN-06,2538,B12E0309,106512841,2003-01-01,ON,6.78440233,53.086619,https://www.nlog.nl/nlog-mapviewer/brh/106512841
ANN-OBS,ANNERVEEN-OBSERVATIE,3961,B12E0187,106504700,2003-01-01,ON,6.78208399,53.08743936,https://www.nlog.nl/nlog-mapviewer/brh/106504700
ANS-01,ANNERVEEN-SCHUILINGSOORD-01,1062,B12E0168,106504717,2003-01-01,ON,6.7173217,53.0734363,https://www.nlog.nl/nlog-mapviewer/brh/106504717
ANV-01,ANNERVEEN-VEENDAM-01,1063,B12F0067,106504722,2003-01-01,ON,6.91606553,53.08904564,https://www.nlog.nl/nlog-mapviewer/brh/106504722
ANV-02,ANNERVEEN-VEENDAM-02,1064,B12F0185,106504727,2003-01-01,ON,6.91583578,53.08881934,https://www.nlog.nl/nlog-mapviewer/brh/106504727
ANV-02-S1,ANNERVEEN-VEENDAM-02-SIDETRACK1,5026,B12F0270,141754291,2003-01-01,ON,6.91583578,53.08881934,https://www.nlog.nl/nlog-mapviewer/brh/141754291
ANV-02-S2,ANNERVEEN-VEENDAM-02-SIDETRACK2,2651,B12F0186,106504731,2003-01-01,ON,6.91583578,53.08881934,https://www.nlog.nl/nlog-mapviewer/brh/106504731
ANV-03,ANNERVEEN-VEENDAM-03,1065,B12F0184,106504737,2003-01-01,ON,6.88029766,53.07960478,https://www.nlog.nl/nlog-mapviewer/brh/106504737
ANV-04,ANNERVEEN-VEENDAM-04,5724,B12F1698,1174524234,2018-04-16,ON,6.91612408,53.08919663,https://www.nlog.nl/nlog-mapviewer/brh/1174524234
APN-01,APELDOORN-01,1066,B33B0236,106504742,2003-01-01,ON,6.02356602,52.22767147,https://www.nlog.nl/nlog-mapviewer/brh/106504742
APS-01,APPELSCHA-01,1067,B12C0030,106504746,2003-01-01,ON,6.41660473,52.96553305,https://www.nlog.nl/nlog-mapviewer/brh/106504746
APS-02,APPELSCHA-02,4162,B12C0101,106520337,2007-12-21,ON,6.41673284,52.96564629,https://www.nlog.nl/nlog-mapviewer/brh/106520337
APS-02-S1,APPELSCHA-02-SIDETRACK1,4164,B12C0102,106520341,2008-02-07,ON,6.41673284,52.96564629,https://www.nlog.nl/nlog-mapviewer/brh/106520341
ARC-01,ARCEN-01,3807,B52F0048,106518705,2003-01-01,ON,6.18363874,51.49644873,https://www.nlog.nl/nlog-mapviewer/brh/106518705
ARV-01,AARLANDERVEEN-01,1083,B31B0108,106504839,2003-01-01,ON,4.74014054,52.16162548,https://www.nlog.nl/nlog-mapviewer/brh/106504839
ASD-01,AMSTERDAM-01,6022,B25H3380,3978292131,2025-10-16,ON,5.03233209,52.35523266,https://www.nlog.nl/nlog-mapviewer/brh/3978292131
ASN-01,ASSEN-01,1068,B12D0242,106504751,2003-01-01,ON,6.52733691,53.00436028,https://www.nlog.nl/nlog-mapviewer/brh/106504751
AST-01,ASTEN-01,1069,B52C0142,106504756,2003-01-01,ON,5.78968333,51.39579809,https://www.nlog.nl/nlog-mapviewer/brh/106504756
AST-GT-02,ASTEN-GT-02,2719,B52C0234,106513479,2021-04-01,ON,5.77516033,51.38009754,https://www.nlog.nl/nlog-mapviewer/brh/106513479
AST-GT-02-S1,ASTEN-GT-02-SIDETRACK1,5949,B52C2153,3684278417,2003-01-01,ON,5.77516033,51.38009754,https://www.nlog.nl/nlog-mapviewer/brh/3684278417
AST-GT-02-S2,ASTEN-GT-02-SIDETRACK2,3370,B52C0278,106513485,2003-01-01,ON,5.77516033,51.38009754,https://www.nlog.nl/nlog-mapviewer/brh/106513485
AWG-01,AMELAND WESTGAT-01,1070,BM090197,106504761,2003-01-01,ON,5.93168705,53.49961874,https://www.nlog.nl/nlog-mapviewer/brh/106504761
AWG-101,AMELAND WESTGAT-101,2451,B02D0061,106512348,2003-01-01,ON,5.9404321,53.4919673,https://www.nlog.nl/nlog-mapviewer/brh/106512348
AWG-101-S1,AMELAND WESTGAT-101-SIDETRACK1,5443,B02D0160,268086584,2012-08-09,ON,5.9404321,53.4919673,https://www.nlog.nl/nlog-mapviewer/brh/268086584
AWG-101-S2,AMELAND WESTGAT-101-SIDETRACK2,5453,B02D0161,276291392,2012-10-04,ON,5.9404321,53.4919673,https://www.nlog.nl/nlog-mapviewer/brh/276291392
APN-02,APELDOORN-02,3851,B33B0336,106518935,2003-01-01,ON,5.97087843,52.236781,https://www.nlog.nl/nlog-mapviewer/brh/106518935
AWG-101-S3,AMELAND WESTGAT-101-SIDETRACK3,5460,B02D0162,284891107,2012-10-15,ON,5.9404321,53.4919673,https://www.nlog.nl/nlog-mapviewer/brh/284891107
AWG-101-S4,AMELAND WESTGAT-101-SIDETRACK4,5462,B02D0163,289060624,2012-12-07,ON,5.9404321,53.4919673,https://www.nlog.nl/nlog-mapviewer/brh/289060624
AWG-102,AMELAND WESTGAT-102,2456,B02D0055,106512384,2003-01-01,ON,5.94043521,53.49201218,https://www.nlog.nl/nlog-mapviewer/brh/106512384
AWG-103,AMELAND WESTGAT-103,2472,B02D0051,106512467,2003-01-01,ON,5.94049542,53.4920107,https://www.nlog.nl/nlog-mapviewer/brh/106512467
AWG-103-S1,AMELAND WESTGAT-103-SIDETRACK1,5022,B02D0091,137206840,2003-01-01,ON,5.94049542,53.4920107,https://www.nlog.nl/nlog-mapviewer/brh/137206840
AWG-103-S2,AMELAND WESTGAT-103-SIDETRACK2,5024,B02D0093,137206848,2003-01-01,ON,5.94049542,53.4920107,https://www.nlog.nl/nlog-mapviewer/brh/137206848
AWG-104,AMELAND WESTGAT-104,2494,B02D0046,106512577,2003-01-01,ON,5.94041953,53.49200358,https://www.nlog.nl/nlog-mapviewer/brh/106512577
AWG-104-S1,AMELAND WESTGAT-104-SIDETRACK1,5023,B02D0092,137206842,2003-01-01,ON,5.94041953,53.49200358,https://www.nlog.nl/nlog-mapviewer/brh/137206842
AWG-104-S2,AMELAND WESTGAT-104-SIDETRACK2,5025,B02D0094,137206850,2003-01-01,ON,5.94041953,53.49200358,https://www.nlog.nl/nlog-mapviewer/brh/137206850
AWG-105,AMELAND WESTGAT-105,2553,B02D0045,106512916,2003-01-01,ON,5.94046407,53.49199349,https://www.nlog.nl/nlog-mapviewer/brh/106512916
AWG-106,AMELAND WESTGAT-106,3735,B02D0048,106518416,2003-01-01,ON,5.9404515,53.49202977,https://www.nlog.nl/nlog-mapviewer/brh/106518416
AWG-106-S1,AMELAND WESTGAT-106-SIDETRACK1,4988,B02D0087,106532967,2010-05-02,ON,5.9404515,53.49202977,https://www.nlog.nl/nlog-mapviewer/brh/106532967
AWG-107,AMELAND WESTGAT-107,3827,B02D0049,106518820,2003-01-01,ON,5.94052428,53.491992,https://www.nlog.nl/nlog-mapviewer/brh/106518820
AWG-108,AMELAND WESTGAT-108,4155,B02D0050,106520301,2007-11-04,ON,5.94049293,53.49197479,https://www.nlog.nl/nlog-mapviewer/brh/106520301
ZOM-38-S1,ZOETERMEER-38-SIDETRACK1,2733,B30H0216,106512403,2003-01-01,ON,4.48753603,52.07550916,https://www.nlog.nl/nlog-mapviewer/brh/106512403
ZOM-39,ZOETERMEER-39,2460,B30H0235,106512408,2003-01-01,ON,4.46972845,52.08423856,https://www.nlog.nl/nlog-mapviewer/brh/106512408
ZOM-40,ZOETERMEER-40,2500,B30H0230,106512611,2003-01-01,ON,4.46140828,52.08286741,https://www.nlog.nl/nlog-mapviewer/brh/106512611
ZOM-40-S1,ZOETERMEER-40-SIDETRACK1,2734,B30H0236,106512615,2003-01-01,ON,4.46140828,52.08286741,https://www.nlog.nl/nlog-mapviewer/brh/106512615
ZPD-01,ZUIDERPOLDER-01,2329,B08C0034,106511672,2003-01-01,ON,6.9881388,53.2021931,https://www.nlog.nl/nlog-mapviewer/brh/106511672
ZPD-02,ZUIDERPOLDER-02,2330,B08C0083,106511677,2003-01-01,ON,6.98797148,53.20281038,https://www.nlog.nl/nlog-mapviewer/brh/106511677
ZPD-03,ZUIDERPOLDER-03,2331,B08C0086,106511682,2003-01-01,ON,6.98694341,53.20270991,https://www.nlog.nl/nlog-mapviewer/brh/106511682
ZPD-03-S1,ZUIDERPOLDER-03-SIDETRACK1,5373,B08C0853,245680479,2003-01-01,ON,6.98694341,53.20270991,https://www.nlog.nl/nlog-mapviewer/brh/245680479
ZPD-03-S2,ZUIDERPOLDER-03-SIDETRACK2,5374,B08C0854,245680511,2003-01-01,ON,6.98694341,53.20270991,https://www.nlog.nl/nlog-mapviewer/brh/245680511
ZPD-03-S3,ZUIDERPOLDER-03-SIDETRACK3,4911,B08C0195,106532935,2003-01-01,ON,6.98694341,53.20270991,https://www.nlog.nl/nlog-mapviewer/brh/106532935
ZPD-04,ZUIDERPOLDER-04,2332,B08C0093,106511687,2003-01-01,ON,6.9867769,53.20333616,https://www.nlog.nl/nlog-mapviewer/brh/106511687
ZPD-05,ZUIDERPOLDER-05,2333,B08C0085,106511692,2003-01-01,ON,6.98660956,53.20395345,https://www.nlog.nl/nlog-mapviewer/brh/106511692
ZPD-06,ZUIDERPOLDER-06,2334,B08C0084,106511697,2003-01-01,ON,6.98644221,53.20457073,https://www.nlog.nl/nlog-mapviewer/brh/106511697
ZPD-07,ZUIDERPOLDER-07,2335,B08C0087,106511702,2003-01-01,ON,6.98627569,53.20519698,https://www.nlog.nl/nlog-mapviewer/brh/106511702
ZPD-08,ZUIDERPOLDER-08,2336,B08C0089,106511707,2003-01-01,ON,6.98730381,53.20529746,https://www.nlog.nl/nlog-mapviewer/brh/106511707
TWR-271,TWENTE-RIJN-271,3019,B34F0878,106514962,2003-01-01,ON,6.8297748,52.22139046,https://www.nlog.nl/nlog-mapviewer/brh/106514962
TWR-272,TWENTE-RIJN-272,3020,B34F0895,106514967,2003-01-01,ON,6.8283712,52.21988883,https://www.nlog.nl/nlog-mapviewer/brh/106514967
TWR-273,TWENTE-RIJN-273,3021,B34F0919,106514972,2003-01-01,ON,6.82793773,52.2201278,https://www.nlog.nl/nlog-mapviewer/brh/106514972
TWR-274,TWENTE-RIJN-274,3022,B34F0951,106514977,2003-01-01,ON,6.82750504,52.22037574,https://www.nlog.nl/nlog-mapviewer/brh/106514977
TWR-275,TWENTE-RIJN-275,3023,B34F0890,106514982,2003-01-01,ON,6.8285251,52.21844453,https://www.nlog.nl/nlog-mapviewer/brh/106514982
TWR-276,TWENTE-RIJN-276,3024,B34F0889,106514987,2003-01-01,ON,6.82854188,52.21812914,https://www.nlog.nl/nlog-mapviewer/brh/106514987
TWR-277,TWENTE-RIJN-277,3025,B34F0873,106514992,2003-01-01,ON,6.82861785,52.21782083,https://www.nlog.nl/nlog-mapviewer/brh/106514992
TWR-278,TWENTE-RIJN-278,3026,B34F0877,106514997,2003-01-01,ON,6.82986483,52.21648494,https://www.nlog.nl/nlog-mapviewer/brh/106514997
TWR-279,TWENTE-RIJN-279,3027,B34F0876,106515002,2003-01-01,ON,6.82993615,52.2161228,https://www.nlog.nl/nlog-mapviewer/brh/106515002
TWR-280,TWENTE-RIJN-280,3028,B34F0875,106515007,2003-01-01,ON,6.83000824,52.21576963,https://www.nlog.nl/nlog-mapviewer/brh/106515007
TWR-281,TWENTE-RIJN-281,3029,B34F0904,106515012,2003-01-01,ON,6.83759725,52.21715995,https://www.nlog.nl/nlog-mapviewer/brh/106515012
TWR-282,TWENTE-RIJN-282,3030,B34F0903,106515017,2003-01-01,ON,6.83815996,52.21723158,https://www.nlog.nl/nlog-mapviewer/brh/106515017
TWR-283,TWENTE-RIJN-283,3031,B34F0902,106515022,2003-01-01,ON,6.84048154,52.21748878,https://www.nlog.nl/nlog-mapviewer/brh/106515022
TWR-284,TWENTE-RIJN-284,3032,B34F0901,106515027,2003-01-01,ON,6.84105887,52.21755992,https://www.nlog.nl/nlog-mapviewer/brh/106515027
TWR-285,TWENTE-RIJN-285,2533,B34F0425,106512814,2003-01-01,ON,6.84338203,52.21783501,https://www.nlog.nl/nlog-mapviewer/brh/106512814
TWR-286,TWENTE-RIJN-286,3033,B34F0900,106515032,2003-01-01,ON,6.84394399,52.21789764,https://www.nlog.nl/nlog-mapviewer/brh/106515032
TWR-287,TWENTE-RIJN-287,3034,B34F0910,106515037,2003-01-01,ON,6.83318366,52.21743852,https://www.nlog.nl/nlog-mapviewer/brh/106515037
TWR-527,TWENTE-RIJN-527,5761,B34F3726,1484071007,2019-02-27,ON,6.77281543,52.21261298,https://www.nlog.nl/nlog-mapviewer/brh/1484071007
TWR-528,TWENTE-RIJN-528,5860,B34E1861,2368647079,2022-05-20,ON,6.76834838,52.21571539,https://www.nlog.nl/nlog-mapviewer/brh/2368647079
TWR-529,TWENTE-RIJN-529,5842,B34E1793,2173730342,2021-09-28,ON,6.76656816,52.21648294,https://www.nlog.nl/nlog-mapviewer/brh/2173730342
TWR-530,TWENTE-RIJN-530,5839,B34E1792,2112184102,2021-07-15,ON,6.76194217,52.21650476,https://www.nlog.nl/nlog-mapviewer/brh/2112184102
TWR-531,TWENTE-RIJN-531,5771,B34E1696,1566809546,2019-06-10,ON,6.77510353,52.20782608,https://www.nlog.nl/nlog-mapviewer/brh/1566809546
TWR-532,TWENTE-RIJN-532,5769,B34E1695,1551997942,2019-05-01,ON,6.77205879,52.20938984,https://www.nlog.nl/nlog-mapviewer/brh/1551997942
TWR-533,TWENTE-RIJN-533,5763,B34E1694,1487473548,2019-03-26,ON,6.77043252,52.21024248,https://www.nlog.nl/nlog-mapviewer/brh/1487473548
TWR-534,TWENTE-RIJN-534,5722,B34E1691,1174055035,2018-05-24,ON,6.76860493,52.2109666,https://www.nlog.nl/nlog-mapviewer/brh/1174055035
TWR-535,TWENTE-RIJN-535,5797,B34E1699,1653914088,2019-11-04,ON,6.76844677,52.2132475,https://www.nlog.nl/nlog-mapviewer/brh/1653914088
