well_id,borehole_name,uwi,nitg_number,mapviewer_id,public_as_of,on_offshore,lon,lat,detail_url
ZWD-KNZ-03,ZUIDWENDING ZOUT-03,2361,B12F0084,106511838,2003-01-01,ON,6.93144361,53.08188148,https://www.nlog.nl/nlog-mapviewer/brh/106511838
ZWD-KNZ-04,ZUIDWENDING ZOUT-04,2362,B12F0085,106511844,2003-01-01,ON,6.93582364,53.08125974,https://www.nlog.nl/nlog-mapviewer/brh/106511844
ZWD-KNZ-05,ZUIDWENDING ZOUT-05,2363,B12F0086,106511850,2003-01-01,ON,6.92760689,53.08190941,https://www.nlog.nl/nlog-mapviewer/brh/106511850
ZWD-KNZ-06,ZUIDWENDING ZOUT-06,2364,B12F0087,106511856,2003-01-01,ON,6.92944497,53.08388154,https://www.nlog.nl/nlog-mapviewer/brh/106511856
ZWD-KNZ-07,ZUIDWENDING ZOUT-07,2365,B12F0088,106511862,2003-01-01,ON,6.93146278,53.0858567,https://www.nlog.nl/nlog-mapviewer/brh/106511862
ZWD-KNZ-08,ZUIDWENDING ZOUT-08,3681,B12F0176,106518164,2003-01-01,ON,6.93759038,53.08767773,https://www.nlog.nl/nlog-mapviewer/brh/106518164
ZWD-KNZ-09,ZUIDWENDING ZOUT-09,3684,B12F0177,106518179,2003-01-01,ON,6.9332251,53.0878133,https://www.nlog.nl/nlog-mapviewer/brh/106518179
ZWE-01,ZWEELO-01,2366,B17G0036,106511868,2003-01-01,ON,6.70283386,52.773279,https://www.nlog.nl/nlog-mapviewer/brh/106511868
ZWE-02,ZWEELO-02,2367,B17G0037,106511873,2003-01-01,ON,6.72413741,52.78028387,https://www.nlog.nl/nlog-mapviewer/brh/106511873
ZWE-03,ZWEELO-03,2368,B17G0058,106511878,2003-01-01,ON,6.72406344,52.7802862,https://www.nlog.nl/nlog-mapviewer/brh/106511878
ZWK-01,ZUIDWIJK-01,5685,B19G1127,981353086,2017-04-06,ON,4.87231177,52.53364235,https://www.nlog.nl/nlog-mapviewer/brh/981353086
ZWO-01,ZWOLLE-01,2369,B21G0290,106511883,2003-01-01,ON,6.182765,52.4888376,https://www.nlog.nl/nlog-mapviewer/brh/106511883
BRW-04,BORGSWEER-04,4488,B08A0147,106522064,2011-03-30,ON,7.01715696,53.29059405,https://www.nlog.nl/nlog-mapviewer/brh/106522064
BRW-05,BORGSWEER-05,5729,B08A0802,1245053802,2018-07-01,ON,7.01727772,53.29076088,https://www.nlog.nl/nlog-mapviewer/brh/1245053802
BSKP-01,BOSKOOP-01,3973,B31C0240,106519467,2005-04-19,ON,4.65093783,52.09360949,https://www.nlog.nl/nlog-mapviewer/brh/106519467
BSKP-01-S1,BOSKOOP-01-SIDETRACK1,3976,B31C0239,106519471,2005-06-01,ON,4.65093783,52.09360949,https://www.nlog.nl/nlog-mapviewer/brh/106519471
BSL-01,BUURSE SLUIS-01,1154,B34F0157,106505210,2003-01-01,ON,6.81774698,52.15225383,https://www.nlog.nl/nlog-mapviewer/brh/106505210
BTA-01,BEERTA-01,3818,B08C0080,106518765,2003-01-01,ON,7.09571472,53.16275359,https://www.nlog.nl/nlog-mapviewer/brh/106518765
BTL-01,BOTLEK-01,2474,B37G0530,106512477,2003-01-01,ON,4.32620604,51.86843595,https://www.nlog.nl/nlog-mapviewer/brh/106512477
BTL-OBS,BOTLEK-OBSERVATIE,5487,B37G2070,336338731,2003-01-01,ON,4.32518303,51.86822269,https://www.nlog.nl/nlog-mapviewer/brh/336338731
BUI-01,BUINEN-01,1155,B12H0067,106505217,2003-01-01,ON,6.84946921,52.92883513,https://www.nlog.nl/nlog-mapviewer/brh/106505217
BUM-01,BUURMALSEN-01,1156,B39C0135,106505222,2003-01-01,ON,5.3124,51.90441261,https://www.nlog.nl/nlog-mapviewer/brh/106505222
BUMA-01,BUMA-01,5416,B17H1642,250596326,2007-03-10,ON,6.86650403,52.73098104,https://www.nlog.nl/nlog-mapviewer/brh/250596326
BUMA-01-S1,BUMA-01-SIDETRACK1,4130,B17H0377,106520204,2007-05-29,ON,6.86650403,52.73098104,https://www.nlog.nl/nlog-mapviewer/brh/106520204
BUR-01,BUREN-01,1157,B02C0032,106505227,2003-01-01,ON,5.80692791,53.45633502,https://www.nlog.nl/nlog-mapviewer/brh/106505227
BUS-01,BUURSE SCHOOL-01,1158,B34F0158,106505232,2003-01-01,ON,6.83662079,52.1440302,https://www.nlog.nl/nlog-mapviewer/brh/106505232
BUU-01,BUURSE-01 (USSELO-1),2525,B34F0124,106512750,2003-01-01,ON,6.81484441,52.18530773,https://www.nlog.nl/nlog-mapviewer/brh/106512750
BUU-02,BUURSE-02 (USSELO-2),2526,B34F0125,106512758,2003-01-01,ON,6.81549054,52.18669911,https://www.nlog.nl/nlog-mapviewer/brh/106512758
BUU-03,BUURSE-03 (USSELO-3),2527,B34F0126,106512766,2003-01-01,ON,6.81807995,52.18122687,https://www.nlog.nl/nlog-mapviewer/brh/106512766
BUU-04,BUURSE-04 (USSELO-4),2528,B34F0127,106512774,2003-01-01,ON,6.8148711,52.18271614,https://www.nlog.nl/nlog-mapviewer/brh/106512774
BUU-05,BUURSE-05 (USSELO-5),2529,B34F0128,106512782,2003-01-01,ON,6.81837146,52.18394308,https://www.nlog.nl/nlog-mapviewer/brh/106512782
BUU-06,BUURSE-06 (USSELO-6),2530,B34F0129,106512790,2003-01-01,ON,6.81923772,52.1873873,https://www.nlog.nl/nlog-mapviewer/brh/106512790
BUU-07,BUURSE-07 (USSELO-7),2531,B34F0130,106512798,2003-01-01,ON,6.81687926,52.18582654,https://www.nlog.nl/nlog-mapviewer/brh/106512798
BUU-08,BUURSE-08 (USSELO-8),2532,B34F0131,106512806,2003-01-01,ON,6.81762526,52.18684585,https://www.nlog.nl/nlog-mapviewer/brh/106512806
BWD-01,BOLSWARD-01,1159,B10E0059,106505238,2003-01-01,ON,5.50615178,53.05138109,https://www.nlog.nl/nlog-mapviewer/brh/106505238
CAL-GT-01,CALIFORNIE-GT-01,5672,B52G3165,949495773,2017-07-09,ON,6.09015484,51.42139938,https://www.nlog.nl/nlog-mapviewer/brh/949495773
CAL-GT-01-S1,CALIFORNIE-GT-01-SIDETRACK1,5698,B52G3167,1099419338,2017-08-07,ON,6.09015484,51.42139938,https://www.nlog.nl/nlog-mapviewer/brh/1099419338
CAL-GT-02,CALIFORNIE-GT-02,5673,B52G3166,949495778,2017-09-21,ON,6.09020216,51.4214611,https://www.nlog.nl/nlog-mapviewer/brh/949495778
CAL-GT-03,CALIFORNIE-GT-03,5704,B52G3170,1119729899,2018-01-20,ON,6.09024949,51.42152281,https://www.nlog.nl/nlog-mapviewer/brh/1119729899
CAL-GT-04,CALIFORNIE-GT-04,5826,B52G3271,1919770851,2021-02-04,ON,6.08231521,51.43230966,https://www.nlog.nl/nlog-mapviewer/brh/1919770851
CAL-GT-05,CALIFORNIE-GT-05,5830,B52G3278,2022281825,2021-04-05,ON,6.08236374,51.43238933,https://www.nlog.nl/nlog-mapviewer/brh/2022281825
CAP-01,CAPELLE-01,2571,B37F0479,106512998,2003-01-01,ON,4.57608878,51.9592013,https://www.nlog.nl/nlog-mapviewer/brh/106512998
CLD-01,COLLENDOORN-01,1160,B22D0178,106505243,2003-01-01,ON,6.61390257,52.58665227,https://www.nlog.nl/nlog-mapviewer/brh/106505243
CLDV-01,COLLENDOORNERVEEN-01,5033,B22B0302,141757376,2003-01-01,ON,6.58060198,52.60131886,https://www.nlog.nl/nlog-mapviewer/brh/141757376
CLDV-01-S1,COLLENDOORNERVEEN-01-SIDETRACK1,3753,B22B0136,106518491,2003-01-01,ON,6.58060198,52.60131886,https://www.nlog.nl/nlog-mapviewer/brh/106518491
CNH-04,CORNELISHOF-04,1161,B58G0015,106505248,2003-01-01,ON,6.04126813,51.18537084,https://www.nlog.nl/nlog-mapviewer/brh/106505248
COC-01,DE COCKSDORP-01,1162,B09E0013,106505256,2003-01-01,ON,4.87638247,53.14113102,https://www.nlog.nl/nlog-mapviewer/brh/106505256
COR-01,CORLE-01,1163,B41E0051,106505261,2003-01-01,ON,6.65729868,51.97529831,https://www.nlog.nl/nlog-mapviewer/brh/106505261
COV-01,COEVORDEN-01,1164,B22E0070,106505269,2003-01-01,ON,6.70862439,52.67342622,https://www.nlog.nl/nlog-mapviewer/brh/106505269
COV-02,COEVORDEN-02,1165,B22E0071,106505274,2003-01-01,ON,6.68396518,52.65823946,https://www.nlog.nl/nlog-mapviewer/brh/106505274
COV-03,COEVORDEN-03,1166,B22E0061,106505279,2003-01-01,ON,6.69301796,52.6452656,https://www.nlog.nl/nlog-mapviewer/brh/106505279
COV-04,COEVORDEN-04,1167,B22E0063,106505284,2003-01-01,ON,6.71161857,52.68481882,https://www.nlog.nl/nlog-mapviewer/brh/106505284
COV-05,COEVORDEN-05,1168,B22E0064,106505289,2003-01-01,ON,6.64915327,52.65018828,https://www.nlog.nl/nlog-mapviewer/brh/106505289
COV-06,COEVORDEN-06,1169,B22E0065,106505295,2003-01-01,ON,6.754683,52.64748972,https://www.nlog.nl/nlog-mapviewer/brh/106505295
COV-07,COEVORDEN-07,1170,B22E0062,106505300,2003-01-01,ON,6.7852676,52.65758827,https://www.nlog.nl/nlog-mapviewer/brh/106505300
COV-07-S1,COEVORDEN-07-SIDETRACK1,5326,B22E0522,238803286,2003-01-01,ON,6.7852676,52.65758827,https://www.nlog.nl/nlog-mapviewer/brh/238803286
COV-07-S2,COEVORDEN-07-SIDETRACK2,5327,B22E0523,238812000,2003-01-01,ON,6.7852676,52.65758827,https://www.nlog.nl/nlog-mapviewer/brh/238812000
COV-07-S3,COEVORDEN-07-SIDETRACK3,1171,B22E0164,106505304,2003-01-01,ON,6.7852676,52.65758827,https://www.nlog.nl/nlog-mapviewer/brh/106505304
COV-08,COEVORDEN-08,1172,B22F0073,106505309,2003-01-01,ON,6.79957485,52.66460472,https://www.nlog.nl/nlog-mapviewer/brh/106505309
BDK-01-S1,BILDTDIJK-01-SIDETRACK1,5323,B05F0408,238752547,2003-01-01,ON,5.67084748,53.31613041,https://www.nlog.nl/nlog-mapviewer/brh/238752547
BDK-01-S2,BILDTDIJK-01-SIDETRACK2,5324,B05F0409,238752603,2003-01-01,ON,5.67084748,53.31613041,https://www.nlog.nl/nlog-mapviewer/brh/238752603
BDK-01-S3,BILDTDIJK-01-SIDETRACK3,1075,B05F0012,106504787,2003-01-01,ON,5.67084748,53.31613041,https://www.nlog.nl/nlog-mapviewer/brh/106504787
BDM-01,BEDUM-01,1076,B07B0043,106504792,2003-01-01,ON,6.56590205,53.30040788,https://www.nlog.nl/nlog-mapviewer/brh/106504792
BDM-02,BEDUM-02,2452,B07B0127,106512353,2003-01-01,ON,6.56614389,53.30078738,https://www.nlog.nl/nlog-mapviewer/brh/106512353
BDM-03,BEDUM-03,4888,B07B0128,106523418,2012-07-13,ON,6.56617461,53.3004357,https://www.nlog.nl/nlog-mapviewer/brh/106523418
BDM-04,BEDUM-04,5503,B07B1123,382522791,2013-10-03,ON,6.56588629,53.30093899,https://www.nlog.nl/nlog-mapviewer/brh/382522791
BDM-05,BEDUM-05,5723,B07B1153,1174067593,2018-04-22,ON,6.56592378,53.30012842,https://www.nlog.nl/nlog-mapviewer/brh/1174067593
BEE-12,BEESEL-12,1077,B58E0061,106504797,2003-01-01,ON,6.06821698,51.26584536,https://www.nlog.nl/nlog-mapviewer/brh/106504797
BEE-72,BEESEL-72,1078,B58E0056,106504805,2003-01-01,ON,6.04874659,51.27385615,https://www.nlog.nl/nlog-mapviewer/brh/106504805
BEI-01,BEILEN-01,1079,B17D0043,106504811,2003-01-01,ON,6.5168482,52.80649433,https://www.nlog.nl/nlog-mapviewer/brh/106504811
BEI-02,BEILEN-02,1080,B17D0044,106504816,2003-01-01,ON,6.51233738,52.8111072,https://www.nlog.nl/nlog-mapviewer/brh/106504816
BEN-01,BENTHUIZEN-01,1081,B30H0091,106504821,2003-01-01,ON,4.55941107,52.07406744,https://www.nlog.nl/nlog-mapviewer/brh/106504821
BER-01,BERGEN-01,1082,B19A0364,106504826,2003-01-01,ON,4.66621593,52.65889331,https://www.nlog.nl/nlog-mapviewer/brh/106504826
BER-01-A,BERGEN-01-A,1084,B19A0242,106504830,2003-01-01,ON,4.66618672,52.65890271,https://www.nlog.nl/nlog-mapviewer/brh/106504830
BER-01-A-S1,BERGEN-01-A-SIDETRACK1,2433,B19A0365,106504834,2003-01-01,ON,4.66618672,52.65890271,https://www.nlog.nl/nlog-mapviewer/brh/106504834
BER-02,BERGEN-02,1085,B19A0251,106504844,2003-01-01,ON,4.63279445,52.66629955,https://www.nlog.nl/nlog-mapviewer/brh/106504844
BER-03,BERGEN-03,1086,B19A0252,106504849,2003-01-01,ON,4.63274977,52.66629118,https://www.nlog.nl/nlog-mapviewer/brh/106504849
BER-04,BERGEN-04,1087,B19A0253,106504854,2003-01-01,ON,4.63270543,52.66629179,https://www.nlog.nl/nlog-mapviewer/brh/106504854
BFD-14,BELFELD-14,1088,B58E0045,106504859,2003-01-01,ON,6.11002811,51.30937371,https://www.nlog.nl/nlog-mapviewer/brh/106504859
BGM-01,BERGERMEER-01,1089,B19A0243,106504868,2003-01-01,ON,4.71719101,52.65077488,https://www.nlog.nl/nlog-mapviewer/brh/106504868
BGM-02,BERGERMEER-02,1090,B19A0244,106504873,2003-01-01,ON,4.71736444,52.65067347,https://www.nlog.nl/nlog-mapviewer/brh/106504873
BGM-03,BERGERMEER-03,1091,B19A0236,106504878,2003-01-01,ON,4.71752097,52.65051835,https://www.nlog.nl/nlog-mapviewer/brh/106504878
BGM-03-S1,BERGERMEER-03-SIDETRACK1,1092,B19A0237,106504882,2003-01-01,ON,4.71752097,52.65051835,https://www.nlog.nl/nlog-mapviewer/brh/106504882
BGM-03-S2,BERGERMEER-03-SIDETRACK2,5804,B19A1313,1706353769,2020-01-29,ON,4.71752097,52.65051835,https://www.nlog.nl/nlog-mapviewer/brh/1706353769
BGM-03-S3,BERGERMEER-03-SIDETRACK3,5805,B19A1314,1714454934,2020-02-16,ON,4.71752097,52.65051835,https://www.nlog.nl/nlog-mapviewer/brh/1714454934
BGM-03-S4,BERGERMEER-03-SIDETRACK4,5808,B19A1315,1714826730,2020-03-01,ON,4.71752097,52.65051835,https://www.nlog.nl/nlog-mapviewer/brh/1714826730
BGM-04,BERGERMEER-04,1093,B19A0238,106504887,2003-01-01,ON,4.71564173,52.65047365,https://www.nlog.nl/nlog-mapviewer/brh/106504887
BGM-05,BERGERMEER-05,1094,B19A0239,106504892,2003-01-01,ON,4.71594392,52.65064011,https://www.nlog.nl/nlog-mapviewer/brh/106504892
BGM-06,BERGERMEER-06,1095,B19A0240,106504897,2003-01-01,ON,4.71533919,52.65029822,https://www.nlog.nl/nlog-mapviewer/brh/106504897
BGM-06-S1,BERGERMEER-06-SIDETRACK1,1096,B19A0241,106504901,2003-01-01,ON,4.71533919,52.65029822,https://www.nlog.nl/nlog-mapviewer/brh/106504901
BGM-07,BERGERMEER-07,1098,B19A0361,106504911,2003-01-01,ON,4.71549046,52.65038594,https://www.nlog.nl/nlog-mapviewer/brh/106504911
BGM-08,BERGERMEER-08,3756,B19A0362,106518496,2003-01-01,ON,4.71579265,52.65055239,https://www.nlog.nl/nlog-mapviewer/brh/106518496
BGM-09,BERGERMEER-09,3800,B19A0366,106518670,2003-01-01,ON,4.71520305,52.65021927,https://www.nlog.nl/nlog-mapviewer/brh/106518670
BGM-09-S1,BERGERMEER-09-SIDETRACK1,5857,B19A1326,2349134193,2003-01-01,ON,4.71520305,52.65021927,https://www.nlog.nl/nlog-mapviewer/brh/2349134193
BGM-10,BERGERMEER-10,5756,B19A1231,1469239487,2018-12-28,ON,4.71528994,52.65055068,https://www.nlog.nl/nlog-mapviewer/brh/1469239487
BGM-10-S1,BERGERMEER-10-SIDETRACK1,5757,B19A1232,1473519189,2019-02-12,ON,4.71528994,52.65055068,https://www.nlog.nl/nlog-mapviewer/brh/1473519189
BGM-10-S2,BERGERMEER-10-SIDETRACK2,5765,B19A1285,1497931064,2019-06-16,ON,4.71528994,52.65055068,https://www.nlog.nl/nlog-mapviewer/brh/1497931064
BGM-11,BERGERMEER-11,5755,B19A1230,1465887131,2019-05-27,ON,4.7153501,52.65057678,https://www.nlog.nl/nlog-mapviewer/brh/1465887131
BGM-14,BERGERMEER-14,5754,B19A1229,1464443870,2019-03-17,ON,4.71551614,52.65066428,https://www.nlog.nl/nlog-mapviewer/brh/1464443870
BGM-15,BERGERMEER-15,5753,B19A1228,1459998964,2019-05-15,ON,4.71556223,52.65070857,https://www.nlog.nl/nlog-mapviewer/brh/1459998964
BGM-16,BERGERMEER-16,5720,B19A1226,1174051939,2019-04-17,ON,4.71562203,52.65072569,https://www.nlog.nl/nlog-mapviewer/brh/1174051939
BGM-17,BERGERMEER-17,5777,B19A1298,1599374478,2019-12-04,ON,4.71596713,52.65010031,https://www.nlog.nl/nlog-mapviewer/brh/1599374478
BGM-17-S1,BERGERMEER-17-SIDETRACK1,5802,B19A1312,1681445807,2020-01-03,ON,4.71596713,52.65010031,https://www.nlog.nl/nlog-mapviewer/brh/1681445807
BGM-18,BERGERMEER-18,5778,B19A1299,1605128011,2019-11-20,ON,4.71601286,52.65013561,https://www.nlog.nl/nlog-mapviewer/brh/1605128011
BGM-19,BERGERMEER-19,5779,B19A1300,1605170736,2019-10-28,ON,4.71607302,52.65016171,https://www.nlog.nl/nlog-mapviewer/brh/1605170736
BGM-23,BERGERMEER-23,5780,B19A1301,1605178324,2019-10-15,ON,4.71628479,52.65028452,https://www.nlog.nl/nlog-mapviewer/brh/1605178324
BGM-24,BERGERMEER-24,5727,B19A1227,1175179662,2018-05-27,ON,4.71718291,52.65056821,https://www.nlog.nl/nlog-mapviewer/brh/1175179662
BGM-25,BERGERMEER-25,5719,B19A1225,1173065577,2018-10-20,ON,4.71724342,52.6506033,https://www.nlog.nl/nlog-mapviewer/brh/1173065577
BGM-27,BERGERMEER-27,5718,B19A1224,1171812961,2018-10-03,ON,4.71742494,52.65070856,https://www.nlog.nl/nlog-mapviewer/brh/1171812961
BGM-28,BERGERMEER-28,5717,B19A1223,1171009459,2018-09-19,ON,4.71748545,52.65074364,https://www.nlog.nl/nlog-mapviewer/brh/1171009459
BGM-29,BERGERMEER-29,5713,B19A1222,1148485922,2018-07-10,ON,4.71753084,52.65076996,https://www.nlog.nl/nlog-mapviewer/brh/1148485922
BHG-01,BROUWERSHAVENSE GAT-01,1099,B42E0216,106504916,2003-01-01,ON,3.77038109,51.78925654,https://www.nlog.nl/nlog-mapviewer/brh/106504916
BHH-01,BERGENTHEIM-HARDENBERG-01,1100,B22G0026,106504921,2003-01-01,ON,6.64118574,52.53760339,https://www.nlog.nl/nlog-mapviewer/brh/106504921
BHM-01,BLIJHAM-01,1101,B13A0170,106504926,2003-01-01,ON,7.07654293,53.09398456,https://www.nlog.nl/nlog-mapviewer/brh/106504926
BHM-02,BLIJHAM-02,1102,B13A0259,106504931,2003-01-01,ON,7.05561969,53.095708,https://www.nlog.nl/nlog-mapviewer/brh/106504931
BHM-03,BLIJHAM-03,1103,B13A0314,106504936,2003-01-01,ON,7.05534618,53.09550144,https://www.nlog.nl/nlog-mapviewer/brh/106504936
BHM-04,BLIJHAM-04,1104,B13A0313,106504941,2003-01-01,ON,7.05524674,53.09587365,https://www.nlog.nl/nlog-mapviewer/brh/106504941
BHM-05,BLIJHAM-05,2737,B13A0315,106513530,2003-01-01,ON,7.05498729,53.09565761,https://www.nlog.nl/nlog-mapviewer/brh/106513530
BHM-05-S1,BLIJHAM-05-SIDETRACK1,2738,B13A0310,106513542,2003-01-01,ON,7.05498729,53.09565761,https://www.nlog.nl/nlog-mapviewer/brh/106513542
BHM-05-S2,BLIJHAM-05-SIDETRACK2,1105,B13A0311,106513534,2003-01-01,ON,7.05498729,53.09565761,https://www.nlog.nl/nlog-mapviewer/brh/106513534
BHM-05-S3,BLIJHAM-05-SIDETRACK3,2463,B13A0312,106513538,2003-01-01,ON,7.05498729,53.09565761,https://www.nlog.nl/nlog-mapviewer/brh/106513538
BHM-06,BLIJHAM-06,4887,B13A0326,106523414,2012-05-23,ON,7.05529727,53.09545813,https://www.nlog.nl/nlog-mapviewer/brh/106523414
BHM-07,BLIJHAM-07,5736,B13A0945,1345594138,2018-08-21,ON,7.05518793,53.09540789,https://www.nlog.nl/nlog-mapviewer/brh/1345594138
BHM-07-S1,BLIJHAM-07-SIDETRACK1,5740,B13A0946,1368476667,2018-12-03,ON,7.05518793,53.09540789,https://www.nlog.nl/nlog-mapviewer/brh/1368476667
BIR-01,BIERUM-01,1106,B07F0125,106504946,2003-01-01,ON,6.88526402,53.37250547,https://www.nlog.nl/nlog-mapviewer/brh/106504946
BIR-02,BIERUM-02,1107,B07F0286,106504951,2003-01-01,ON,6.88596737,53.3742815,https://www.nlog.nl/nlog-mapviewer/brh/106504951
BIR-02-S1,BIERUM-02-SIDETRACK1,1108,B07F0285,106504955,2003-01-01,ON,6.88596737,53.3742815,https://www.nlog.nl/nlog-mapviewer/brh/106504955
BIR-03,BIERUM-03,1109,B07F0284,106504960,2003-01-01,ON,6.88618253,53.37367183,https://www.nlog.nl/nlog-mapviewer/brh/106504960
BIR-04,BIERUM-04,1110,B07F0283,106504965,2003-01-01,ON,6.88641186,53.37305271,https://www.nlog.nl/nlog-mapviewer/brh/106504965
BIR-05,BIERUM-05,1111,B07F0279,106504970,2003-01-01,ON,6.886627,53.37244304,https://www.nlog.nl/nlog-mapviewer/brh/106504970
BIR-06,BIERUM-06,1112,B07F0282,106504975,2003-01-01,ON,6.88684132,53.37182441,https://www.nlog.nl/nlog-mapviewer/brh/106504975
BIR-07,BIERUM-07,1113,B07F0287,106504980,2003-01-01,ON,6.8858219,53.37169574,https://www.nlog.nl/nlog-mapviewer/brh/106504980
BIR-08,BIERUM-08,1114,B07F0294,106504985,2003-01-01,ON,6.88559257,53.37231486,https://www.nlog.nl/nlog-mapviewer/brh/106504985
BIR-09,BIERUM-09,1115,B07F0293,106504990,2003-01-01,ON,6.88537741,53.37292453,https://www.nlog.nl/nlog-mapviewer/brh/106504990
BIR-10,BIERUM-10,1116,B07F0292,106504995,2003-01-01,ON,6.88516225,53.37353419,https://www.nlog.nl/nlog-mapviewer/brh/106504995
BIR-11,BIERUM-11,1117,B07F0288,106505000,2003-01-01,ON,6.88493289,53.37415331,https://www.nlog.nl/nlog-mapviewer/brh/106505000
BIR-12,BIERUM-12,1118,B07F0291,106505005,2003-01-01,ON,6.88471853,53.37477194,https://www.nlog.nl/nlog-mapviewer/brh/106505005
BIR-13,BIERUM-13,3687,B07F0295,106518190,2003-01-01,ON,6.88575302,53.37490013,https://www.nlog.nl/nlog-mapviewer/brh/106518190
BIR-13-S1,BIERUM-13-SIDETRACK1,3693,B07F0296,106518194,2003-01-01,ON,6.88575302,53.37490013,https://www.nlog.nl/nlog-mapviewer/brh/106518194
BIR-13-S2,BIERUM-13-SIDETRACK2,3695,B07F0290,106518198,2003-01-01,ON,6.88575302,53.37490013,https://www.nlog.nl/nlog-mapviewer/brh/106518198
BIR-OBS,BIERUM-OBSERVATIE,5496,B07F1216,355428949,2003-01-01,ON,6.88572424,53.3727693,https://www.nlog.nl/nlog-mapviewer/brh/355428949
BKH-01,BRONKHORST-01,4218,B33H0255,106520553,2009-01-19,ON,6.19278255,52.07833374,https://www.nlog.nl/nlog-mapviewer/brh/106520553
BKL-01,BOEKEL-01,1119,B19B0140,106505010,2003-01-01,ON,4.74375069,52.60304908,https://www.nlog.nl/nlog-mapviewer/brh/106505010
BKL-01-S1,BOEKEL-01-SIDETRACK1,5711,B19B1398,1140981887,2003-01-01,ON,4.74375069,52.60304908,https://www.nlog.nl/nlog-mapviewer/brh/1140981887
BKL-01-S2,BOEKEL-01-SIDETRACK2,5712,B19B1399,1140981960,2003-01-01,ON,4.74375069,52.60304908,https://www.nlog.nl/nlog-mapviewer/brh/1140981960
BKL-01-S3,BOEKEL-01-SIDETRACK3,4998,B19B0354,126955112,2011-03-31,ON,4.74375069,52.60304908,https://www.nlog.nl/nlog-mapviewer/brh/126955112
BKL-01-S4,BOEKEL-01-SIDETRACK4,5010,B19B0355,135476097,2011-04-11,ON,4.74375069,52.60304908,https://www.nlog.nl/nlog-mapviewer/brh/135476097
BKLM-01,BOEKELERMEER-01,3998,B19B0253,106519565,2006-02-07,ON,4.75482327,52.60851392,https://www.nlog.nl/nlog-mapviewer/brh/106519565
BKLM-01-S1,BOEKELERMEER-01-SIDETRACK1,4098,B19B0252,106519569,2006-10-04,ON,4.75482327,52.60851392,https://www.nlog.nl/nlog-mapviewer/brh/106519569
BKLM-02,BOEKELERMEER-02,4007,B19B0256,106519606,2006-03-20,ON,4.75476495,52.60853277,https://www.nlog.nl/nlog-mapviewer/brh/106519606
BKLM-03,BOEKELERMEER-03,4014,B19B0258,106519645,2006-04-13,ON,4.75469186,52.60855184,https://www.nlog.nl/nlog-mapviewer/brh/106519645
BKLM-03-S1,BOEKELERMEER-03-SIDETRACK1,4089,B19B0257,106519649,2006-08-09,ON,4.75469186,52.60855184,https://www.nlog.nl/nlog-mapviewer/brh/106519649
BKLM-04,BOEKELERMEER-04,4018,B19B0254,106519665,2006-05-19,ON,4.75461842,52.60856191,https://www.nlog.nl/nlog-mapviewer/brh/106519665
BKLM-04-S1,BOEKELERMEER-04-SIDETRACK1,4021,B19B0261,106519669,2006-06-24,ON,4.75461842,52.60856191,https://www.nlog.nl/nlog-mapviewer/brh/106519669
BKLM-05,BOEKELERMEER-05,4114,B19B0259,106520121,2007-01-03,ON,4.75456009,52.60858076,https://www.nlog.nl/nlog-mapviewer/brh/106520121
BKLM-06,BOEKELERMEER-06,4095,B19B0260,106520045,2007-02-09,ON,4.75448701,52.60859983,https://www.nlog.nl/nlog-mapviewer/brh/106520045
BKLM-07,BOEKELERMEER-07,4240,B19B0265,106520632,2010-01-03,ON,4.75460369,52.6081935,https://www.nlog.nl/nlog-mapviewer/brh/106520632
BKLM-07-S1,BOEKELERMEER-07-SIDETRACK1,4485,B19B0352,106532912,2010-01-20,ON,4.75460369,52.6081935,https://www.nlog.nl/nlog-mapviewer/brh/106532912
BKLM-08,BOEKELERMEER-08,4495,B19B0266,106522092,2010-03-31,ON,4.75439884,52.60824149,https://www.nlog.nl/nlog-mapviewer/brh/106522092
BKLM-09,BOEKELERMEER-09,4242,B19B0267,106520640,2010-02-25,ON,4.75419399,52.60828948,https://www.nlog.nl/nlog-mapviewer/brh/106520640
BKM-01,BECKUM-01,2646,B34E0195,106513339,2003-01-01,ON,6.74972509,52.21386265,https://www.nlog.nl/nlog-mapviewer/brh/106513339
BKM-02,BECKUM-02,5806,B34E1748,1714508889,2020-03-12,ON,6.75671725,52.20510333,https://www.nlog.nl/nlog-mapviewer/brh/1714508889
BKN-01,BREUKELEN-01,1120,B31E0149,106505015,2003-01-01,ON,4.97996966,52.17677059,https://www.nlog.nl/nlog-mapviewer/brh/106505015
BKP-01,BOEIKOP-01,1121,B38F0466,106505020,2003-01-01,ON,5.07723192,51.9557316,https://www.nlog.nl/nlog-mapviewer/brh/106505020
BKZ-01,BROEKZIJDE-01,3697,B51A0193,106518253,2003-01-01,ON,5.19516254,51.52090922,https://www.nlog.nl/nlog-mapviewer/brh/106518253
BLA-01,BLARICUM-01,1122,B26C0163,106505025,2003-01-01,ON,5.27876971,52.28439971,https://www.nlog.nl/nlog-mapviewer/brh/106505025
BLA-01-S1,BLARICUM-01-SIDETRACK1,3719,B26C0435,106505029,2003-01-01,ON,5.27876971,52.28439971,https://www.nlog.nl/nlog-mapviewer/brh/106505029
